locus,kegg_pathway_id,kegg_pathway
sll0593,syn00520,Amino sugar and nucleotide sugar metabolism
sll0726,syn00520,Amino sugar and nucleotide sugar metabolism
sll0861,syn00520,Amino sugar and nucleotide sugar metabolism
sll0899,syn00520,Amino sugar and nucleotide sugar metabolism
sll1212,syn00520,Amino sugar and nucleotide sugar metabolism
sll1213,syn00520,Amino sugar and nucleotide sugar metabolism
sll1370,syn00520,Amino sugar and nucleotide sugar metabolism
sll1496,syn00520,Amino sugar and nucleotide sugar metabolism
sll1558,syn00520,Amino sugar and nucleotide sugar metabolism
sll1758,syn00520,Amino sugar and nucleotide sugar metabolism
slr0017,syn00520,Amino sugar and nucleotide sugar metabolism
slr0329,syn00520,Amino sugar and nucleotide sugar metabolism
slr0493,syn00520,Amino sugar and nucleotide sugar metabolism
slr0624,syn00520,Amino sugar and nucleotide sugar metabolism
slr0809,syn00520,Amino sugar and nucleotide sugar metabolism
slr0983,syn00520,Amino sugar and nucleotide sugar metabolism
slr0984,syn00520,Amino sugar and nucleotide sugar metabolism
slr1020,syn00520,Amino sugar and nucleotide sugar metabolism
slr1067,syn00520,Amino sugar and nucleotide sugar metabolism
slr1072,syn00520,Amino sugar and nucleotide sugar metabolism
slr1078,syn00520,Amino sugar and nucleotide sugar metabolism
slr1176,syn00520,Amino sugar and nucleotide sugar metabolism
slr1179,syn00520,Amino sugar and nucleotide sugar metabolism
slr1299,syn00520,Amino sugar and nucleotide sugar metabolism
slr1349,syn00520,Amino sugar and nucleotide sugar metabolism
slr1424,syn00520,Amino sugar and nucleotide sugar metabolism
slr1448,syn00520,Amino sugar and nucleotide sugar metabolism
slr1615,syn00520,Amino sugar and nucleotide sugar metabolism
slr1975,syn00520,Amino sugar and nucleotide sugar metabolism
slr2074,syn00520,Amino sugar and nucleotide sugar metabolism
slr2114,syn00520,Amino sugar and nucleotide sugar metabolism
sll0207,syn00521,Streptomycin biosynthesis
sll0593,syn00521,Streptomycin biosynthesis
sll0726,syn00521,Streptomycin biosynthesis
sll1329,syn00521,Streptomycin biosynthesis
sll1383,syn00521,Streptomycin biosynthesis
sll1395,syn00521,Streptomycin biosynthesis
slr0329,syn00521,Streptomycin biosynthesis
slr0836,syn00521,Streptomycin biosynthesis
slr0985,syn00521,Streptomycin biosynthesis
slr1933,syn00521,Streptomycin biosynthesis
sll0207,syn00523,Polyketide sugar unit biosynthesis
sll1395,syn00523,Polyketide sugar unit biosynthesis
slr0836,syn00523,Polyketide sugar unit biosynthesis
slr0985,syn00523,Polyketide sugar unit biosynthesis
slr1933,syn00523,Polyketide sugar unit biosynthesis
sll0207,syn00525,Acarbose and validamycin biosynthesis
slr0836,syn00525,Acarbose and validamycin biosynthesis
sll0083,syn00540,Lipopolysaccharide biosynthesis
sll0084,syn00540,Lipopolysaccharide biosynthesis
sll0379,syn00540,Lipopolysaccharide biosynthesis
sll1508,syn00540,Lipopolysaccharide biosynthesis
slr0015,syn00540,Lipopolysaccharide biosynthesis
slr0776,syn00540,Lipopolysaccharide biosynthesis
slr0862,syn00540,Lipopolysaccharide biosynthesis
sll0207,syn00541,O-Antigen nucleotide sugar biosynthesis
sll0244,syn00541,O-Antigen nucleotide sugar biosynthesis
sll0899,syn00541,O-Antigen nucleotide sugar biosynthesis
sll1212,syn00541,O-Antigen nucleotide sugar biosynthesis
sll1213,syn00541,O-Antigen nucleotide sugar biosynthesis
sll1370,syn00541,O-Antigen nucleotide sugar biosynthesis
sll1395,syn00541,O-Antigen nucleotide sugar biosynthesis
slr0493,syn00541,O-Antigen nucleotide sugar biosynthesis
slr0624,syn00541,O-Antigen nucleotide sugar biosynthesis
slr0836,syn00541,O-Antigen nucleotide sugar biosynthesis
slr0983,syn00541,O-Antigen nucleotide sugar biosynthesis
slr0984,syn00541,O-Antigen nucleotide sugar biosynthesis
slr0985,syn00541,O-Antigen nucleotide sugar biosynthesis
slr1067,syn00541,O-Antigen nucleotide sugar biosynthesis
slr1072,syn00541,O-Antigen nucleotide sugar biosynthesis
slr1078,syn00541,O-Antigen nucleotide sugar biosynthesis
slr1299,syn00541,O-Antigen nucleotide sugar biosynthesis
slr1615,syn00541,O-Antigen nucleotide sugar biosynthesis
slr1933,syn00541,O-Antigen nucleotide sugar biosynthesis
slr2074,syn00541,O-Antigen nucleotide sugar biosynthesis
slr2114,syn00541,O-Antigen nucleotide sugar biosynthesis
slr1084,syn00543,Exopolysaccharide biosynthesis
slr1348,syn00543,Exopolysaccharide biosynthesis
sll0002,syn00550,Peptidoglycan biosynthesis
sll0034,syn00550,Peptidoglycan biosynthesis
sll0210,syn00550,Peptidoglycan biosynthesis
sll0506,syn00550,Peptidoglycan biosynthesis
sll0657,syn00550,Peptidoglycan biosynthesis
sll1833,syn00550,Peptidoglycan biosynthesis
sll2010,syn00550,Peptidoglycan biosynthesis
slr0017,syn00550,Peptidoglycan biosynthesis
slr0528,syn00550,Peptidoglycan biosynthesis
slr0646,syn00550,Peptidoglycan biosynthesis
slr0804,syn00550,Peptidoglycan biosynthesis
slr0938,syn00550,Peptidoglycan biosynthesis
slr1351,syn00550,Peptidoglycan biosynthesis
slr1423,syn00550,Peptidoglycan biosynthesis
slr1424,syn00550,Peptidoglycan biosynthesis
slr1656,syn00550,Peptidoglycan biosynthesis
slr1742,syn00550,Peptidoglycan biosynthesis
slr1874,syn00550,Peptidoglycan biosynthesis
sll0210,syn00552,Teichoic acid biosynthesis
sll1872,syn00552,Teichoic acid biosynthesis
slr0883,syn00552,Teichoic acid biosynthesis
slr1118,syn00552,Teichoic acid biosynthesis
slr1271,syn00552,Teichoic acid biosynthesis
sll1376,syn00561,Glycerolipid metabolism
sll1377,syn00561,Glycerolipid metabolism
sll1848,syn00561,Glycerolipid metabolism
sll1969,syn00561,Glycerolipid metabolism
sll1973,syn00561,Glycerolipid metabolism
slr0054,syn00561,Glycerolipid metabolism
slr0091,syn00561,Glycerolipid metabolism
slr0942,syn00561,Glycerolipid metabolism
slr1020,syn00561,Glycerolipid metabolism
slr1510,syn00561,Glycerolipid metabolism
slr1672,syn00561,Glycerolipid metabolism
slr1840,syn00561,Glycerolipid metabolism
sll1329,syn00562,Inositol phosphate metabolism
sll1383,syn00562,Inositol phosphate metabolism
slr0783,syn00562,Inositol phosphate metabolism
sll1085,syn00564,Glycerophospholipid metabolism
sll1522,syn00564,Glycerophospholipid metabolism
sll1848,syn00564,Glycerophospholipid metabolism
sll1973,syn00564,Glycerophospholipid metabolism
slr0054,syn00564,Glycerophospholipid metabolism
slr1369,syn00564,Glycerophospholipid metabolism
slr1755,syn00564,Glycerophospholipid metabolism
sll1775,syn00600,Sphingolipid metabolism
slr0813,syn00600,Sphingolipid metabolism
sll0053,syn00620,Pyruvate metabolism
sll0336,syn00620,Pyruvate metabolism
sll0542,syn00620,Pyruvate metabolism
sll0587,syn00620,Pyruvate metabolism
sll0728,syn00620,Pyruvate metabolism
sll0741,syn00620,Pyruvate metabolism
sll0891,syn00620,Pyruvate metabolism
sll0920,syn00620,Pyruvate metabolism
sll0990,syn00620,Pyruvate metabolism
sll1019,syn00620,Pyruvate metabolism
sll1275,syn00620,Pyruvate metabolism
sll1299,syn00620,Pyruvate metabolism
sll1564,syn00620,Pyruvate metabolism
sll1721,syn00620,Pyruvate metabolism
sll1841,syn00620,Pyruvate metabolism
slr0018,syn00620,Pyruvate metabolism
slr0091,syn00620,Pyruvate metabolism
slr0186,syn00620,Pyruvate metabolism
slr0301,syn00620,Pyruvate metabolism
slr0381,syn00620,Pyruvate metabolism
slr0435,syn00620,Pyruvate metabolism
slr0721,syn00620,Pyruvate metabolism
slr0942,syn00620,Pyruvate metabolism
slr1096,syn00620,Pyruvate metabolism
slr1192,syn00620,Pyruvate metabolism
slr1556,syn00620,Pyruvate metabolism
slr1934,syn00620,Pyruvate metabolism
slr1993,syn00620,Pyruvate metabolism
slr2132,syn00620,Pyruvate metabolism
sll1298,syn00623,Toluene degradation
sll0990,syn00625,Chloroalkane and chloroalkene degradation
slr0091,syn00625,Chloroalkane and chloroalkene degradation
sll0990,syn00626,Naphthalene degradation
sll0784,syn00627,Aminobenzoate degradation
sll0828,syn00627,Aminobenzoate degradation
slr0619,syn00627,Aminobenzoate degradation
slr1099,syn00627,Aminobenzoate degradation
sll0070,syn00630,Glyoxylate and dicarboxylate metabolism
sll0107,syn00630,Glyoxylate and dicarboxylate metabolism
sll0171,syn00630,Glyoxylate and dicarboxylate metabolism
sll0401,syn00630,Glyoxylate and dicarboxylate metabolism
sll0404,syn00630,Glyoxylate and dicarboxylate metabolism
sll0542,syn00630,Glyoxylate and dicarboxylate metabolism
sll0891,syn00630,Glyoxylate and dicarboxylate metabolism
sll1189,syn00630,Glyoxylate and dicarboxylate metabolism
sll1349,syn00630,Glyoxylate and dicarboxylate metabolism
sll1358,syn00630,Glyoxylate and dicarboxylate metabolism
sll1499,syn00630,Glyoxylate and dicarboxylate metabolism
sll1502,syn00630,Glyoxylate and dicarboxylate metabolism
sll1831,syn00630,Glyoxylate and dicarboxylate metabolism
sll1931,syn00630,Glyoxylate and dicarboxylate metabolism
slr0009,syn00630,Glyoxylate and dicarboxylate metabolism
slr0012,syn00630,Glyoxylate and dicarboxylate metabolism
slr0288,syn00630,Glyoxylate and dicarboxylate metabolism
slr0293,syn00630,Glyoxylate and dicarboxylate metabolism
slr0458,syn00630,Glyoxylate and dicarboxylate metabolism
slr0665,syn00630,Glyoxylate and dicarboxylate metabolism
slr0879,syn00630,Glyoxylate and dicarboxylate metabolism
slr1096,syn00630,Glyoxylate and dicarboxylate metabolism
slr1756,syn00630,Glyoxylate and dicarboxylate metabolism
slr1762,syn00630,Glyoxylate and dicarboxylate metabolism
slr1840,syn00630,Glyoxylate and dicarboxylate metabolism
slr1993,syn00630,Glyoxylate and dicarboxylate metabolism
slr1994,syn00630,Glyoxylate and dicarboxylate metabolism
slr2121,syn00630,Glyoxylate and dicarboxylate metabolism
sll0053,syn00640,Propanoate metabolism
sll0336,syn00640,Propanoate metabolism
sll0542,syn00640,Propanoate metabolism
sll0728,syn00640,Propanoate metabolism
sll1023,syn00640,Propanoate metabolism
sll1299,syn00640,Propanoate metabolism
sll1557,syn00640,Propanoate metabolism
slr0435,syn00640,Propanoate metabolism
slr0665,syn00640,Propanoate metabolism
slr1096,syn00640,Propanoate metabolism
slr2132,syn00640,Propanoate metabolism
sll0784,syn00643,Styrene degradation
sll0828,syn00643,Styrene degradation
sll0065,syn00650,Butanoate metabolism
sll0741,syn00650,Butanoate metabolism
sll0823,syn00650,Butanoate metabolism
sll1625,syn00650,Butanoate metabolism
sll1641,syn00650,Butanoate metabolism
sll1981,syn00650,Butanoate metabolism
slr0201,syn00650,Butanoate metabolism
slr0370,syn00650,Butanoate metabolism
slr1233,syn00650,Butanoate metabolism
slr1829,syn00650,Butanoate metabolism
slr1830,syn00650,Butanoate metabolism
slr1993,syn00650,Butanoate metabolism
slr1994,syn00650,Butanoate metabolism
slr2088,syn00650,Butanoate metabolism
sll0065,syn00660,C5-Branched dibasic acid metabolism
sll1023,syn00660,C5-Branched dibasic acid metabolism
sll1444,syn00660,C5-Branched dibasic acid metabolism
sll1470,syn00660,C5-Branched dibasic acid metabolism
sll1557,syn00660,C5-Branched dibasic acid metabolism
sll1981,syn00660,C5-Branched dibasic acid metabolism
slr1517,syn00660,C5-Branched dibasic acid metabolism
slr2088,syn00660,C5-Branched dibasic acid metabolism
sll0070,syn00670,One carbon pool by folate
sll0171,syn00670,One carbon pool by folate
sll0753,syn00670,One carbon pool by folate
sll1635,syn00670,One carbon pool by folate
sll1643,syn00670,One carbon pool by folate
sll1931,syn00670,One carbon pool by folate
slr0070,syn00670,One carbon pool by folate
slr0212,syn00670,One carbon pool by folate
slr0477,syn00670,One carbon pool by folate
slr0597,syn00670,One carbon pool by folate
slr2141,syn00670,One carbon pool by folate
sll0018,syn00680,Methane metabolism
sll0542,syn00680,Methane metabolism
sll0745,syn00680,Methane metabolism
sll0891,syn00680,Methane metabolism
sll0920,syn00680,Methane metabolism
sll0990,syn00680,Methane metabolism
sll0992,syn00680,Methane metabolism
sll1196,syn00680,Methane metabolism
sll1285,syn00680,Methane metabolism
sll1299,syn00680,Methane metabolism
sll1659,syn00680,Methane metabolism
sll1908,syn00680,Methane metabolism
sll1931,syn00680,Methane metabolism
slr0301,syn00680,Methane metabolism
slr0752,syn00680,Methane metabolism
slr0943,syn00680,Methane metabolism
slr0952,syn00680,Methane metabolism
slr1124,syn00680,Methane metabolism
slr1718,syn00680,Methane metabolism
slr1945,syn00680,Methane metabolism
slr2094,syn00680,Methane metabolism
slr2132,syn00680,Methane metabolism
sll0018,syn00710,Carbon fixation in photosynthetic organisms
sll0807,syn00710,Carbon fixation in photosynthetic organisms
sll0891,syn00710,Carbon fixation in photosynthetic organisms
sll0920,syn00710,Carbon fixation in photosynthetic organisms
sll1070,syn00710,Carbon fixation in photosynthetic organisms
sll1342,syn00710,Carbon fixation in photosynthetic organisms
sll1525,syn00710,Carbon fixation in photosynthetic organisms
slr0009,syn00710,Carbon fixation in photosynthetic organisms
slr0012,syn00710,Carbon fixation in photosynthetic organisms
slr0194,syn00710,Carbon fixation in photosynthetic organisms
slr0394,syn00710,Carbon fixation in photosynthetic organisms
slr0453,syn00710,Carbon fixation in photosynthetic organisms
slr0783,syn00710,Carbon fixation in photosynthetic organisms
slr0884,syn00710,Carbon fixation in photosynthetic organisms
slr0943,syn00710,Carbon fixation in photosynthetic organisms
slr0952,syn00710,Carbon fixation in photosynthetic organisms
slr2094,syn00710,Carbon fixation in photosynthetic organisms
ssl2153,syn00710,Carbon fixation in photosynthetic organisms
sll0635,syn00730,Thiamine metabolism
sll0704,syn00730,Thiamine metabolism
sll0898,syn00730,Thiamine metabolism
sll1059,syn00730,Thiamine metabolism
sll1815,syn00730,Thiamine metabolism
sll1945,syn00730,Thiamine metabolism
slr0118,syn00730,Thiamine metabolism
slr0387,syn00730,Thiamine metabolism
slr0633,syn00730,Thiamine metabolism
slr1787,syn00730,Thiamine metabolism
sll0300,syn00740,Riboflavin metabolism
sll1054,syn00740,Riboflavin metabolism
sll1282,syn00740,Riboflavin metabolism
sll1894,syn00740,Riboflavin metabolism
slr0066,syn00740,Riboflavin metabolism
slr1099,syn00740,Riboflavin metabolism
slr1134,syn00740,Riboflavin metabolism
slr1882,syn00740,Riboflavin metabolism
sll1172,syn00750,Vitamin B6 metabolism
sll1440,syn00750,Vitamin B6 metabolism
sll1688,syn00750,Vitamin B6 metabolism
slr1503,syn00750,Vitamin B6 metabolism
slr1779,syn00750,Vitamin B6 metabolism
sll0622,syn00760,Nicotinate and nicotinamide metabolism
sll0631,syn00760,Nicotinate and nicotinamide metabolism
sll1108,syn00760,Nicotinate and nicotinamide metabolism
sll1415,syn00760,Nicotinate and nicotinamide metabolism
sll1459,syn00760,Nicotinate and nicotinamide metabolism
sll1916,syn00760,Nicotinate and nicotinamide metabolism
slr0306,syn00760,Nicotinate and nicotinamide metabolism
slr0370,syn00760,Nicotinate and nicotinamide metabolism
slr0400,syn00760,Nicotinate and nicotinamide metabolism
slr0427,syn00760,Nicotinate and nicotinamide metabolism
slr0787,syn00760,Nicotinate and nicotinamide metabolism
slr0788,syn00760,Nicotinate and nicotinamide metabolism
slr0936,syn00760,Nicotinate and nicotinamide metabolism
slr1239,syn00760,Nicotinate and nicotinamide metabolism
slr1434,syn00760,Nicotinate and nicotinamide metabolism
slr1691,syn00760,Nicotinate and nicotinamide metabolism
sll0065,syn00770,Pantothenate and CoA biosynthesis
sll0250,syn00770,Pantothenate and CoA biosynthesis
sll0892,syn00770,Pantothenate and CoA biosynthesis
sll1249,syn00770,Pantothenate and CoA biosynthesis
sll1363,syn00770,Pantothenate and CoA biosynthesis
sll1981,syn00770,Pantothenate and CoA biosynthesis
slr0032,syn00770,Pantothenate and CoA biosynthesis
slr0091,syn00770,Pantothenate and CoA biosynthesis
slr0452,syn00770,Pantothenate and CoA biosynthesis
slr0495,syn00770,Pantothenate and CoA biosynthesis
slr0526,syn00770,Pantothenate and CoA biosynthesis
slr0553,syn00770,Pantothenate and CoA biosynthesis
slr0812,syn00770,Pantothenate and CoA biosynthesis
slr0847,syn00770,Pantothenate and CoA biosynthesis
slr2088,syn00770,Pantothenate and CoA biosynthesis
sll1069,syn00780,Biotin metabolism
sll1605,syn00780,Biotin metabolism
sll1655,syn00780,Biotin metabolism
sll5079,syn00780,Biotin metabolism
slr0355,syn00780,Biotin metabolism
slr0523,syn00780,Biotin metabolism
slr0886,syn00780,Biotin metabolism
slr0917,syn00780,Biotin metabolism
slr1051,syn00780,Biotin metabolism
slr1332,syn00780,Biotin metabolism
slr1364,syn00780,Biotin metabolism
sll0171,syn00785,Lipoic acid metabolism
sll0809,syn00785,Lipoic acid metabolism
sll0868,syn00785,Lipoic acid metabolism
sll1721,syn00785,Lipoic acid metabolism
sll1841,syn00785,Lipoic acid metabolism
slr0293,syn00785,Lipoic acid metabolism
slr0879,syn00785,Lipoic acid metabolism
slr0994,syn00785,Lipoic acid metabolism
slr1096,syn00785,Lipoic acid metabolism
slr1598,syn00785,Lipoic acid metabolism
slr1934,syn00785,Lipoic acid metabolism
sll1612,syn00790,Folate biosynthesis
sll1894,syn00790,Folate biosynthesis
sll2011,syn00790,Folate biosynthesis
slr0078,syn00790,Folate biosynthesis
slr0426,syn00790,Folate biosynthesis
slr0527,syn00790,Folate biosynthesis
slr0711,syn00790,Folate biosynthesis
slr0887,syn00790,Folate biosynthesis
slr0900,syn00790,Folate biosynthesis
slr0901,syn00790,Folate biosynthesis
slr0902,syn00790,Folate biosynthesis
slr0903,syn00790,Folate biosynthesis
slr1093,syn00790,Folate biosynthesis
slr1626,syn00790,Folate biosynthesis
slr1979,syn00790,Folate biosynthesis
slr2026,syn00790,Folate biosynthesis
ssl2296,syn00790,Folate biosynthesis
sll0017,syn00860,Porphyrin metabolism
sll0037,syn00860,Porphyrin metabolism
sll0099,syn00860,Porphyrin metabolism
sll0166,syn00860,Porphyrin metabolism
sll0179,syn00860,Porphyrin metabolism
sll0378,syn00860,Porphyrin metabolism
sll0794,syn00860,Porphyrin metabolism
sll0916,syn00860,Porphyrin metabolism
sll1091,syn00860,Porphyrin metabolism
sll1184,syn00860,Porphyrin metabolism
sll1185,syn00860,Porphyrin metabolism
sll1214,syn00860,Porphyrin metabolism
sll1341,syn00860,Porphyrin metabolism
sll1501,syn00860,Porphyrin metabolism
sll1874,syn00860,Porphyrin metabolism
sll1875,syn00860,Porphyrin metabolism
sll1876,syn00860,Porphyrin metabolism
sll1890,syn00860,Porphyrin metabolism
sll1898,syn00860,Porphyrin metabolism
sll1899,syn00860,Porphyrin metabolism
sll1994,syn00860,Porphyrin metabolism
slr0056,syn00860,Porphyrin metabolism
slr0116,syn00860,Porphyrin metabolism
slr0216,syn00860,Porphyrin metabolism
slr0239,syn00860,Porphyrin metabolism
slr0252,syn00860,Porphyrin metabolism
slr0260,syn00860,Porphyrin metabolism
slr0506,syn00860,Porphyrin metabolism
slr0525,syn00860,Porphyrin metabolism
slr0536,syn00860,Porphyrin metabolism
slr0618,syn00860,Porphyrin metabolism
slr0636,syn00860,Porphyrin metabolism
slr0749,syn00860,Porphyrin metabolism
slr0750,syn00860,Porphyrin metabolism
slr0772,syn00860,Porphyrin metabolism
slr0839,syn00860,Porphyrin metabolism
slr0905,syn00860,Porphyrin metabolism
slr0969,syn00860,Porphyrin metabolism
slr1030,syn00860,Porphyrin metabolism
slr1055,syn00860,Porphyrin metabolism
slr1211,syn00860,Porphyrin metabolism
slr1368,syn00860,Porphyrin metabolism
slr1467,syn00860,Porphyrin metabolism
slr1538,syn00860,Porphyrin metabolism
slr1748,syn00860,Porphyrin metabolism
slr1777,syn00860,Porphyrin metabolism
slr1784,syn00860,Porphyrin metabolism
slr1790,syn00860,Porphyrin metabolism
slr1808,syn00860,Porphyrin metabolism
slr1879,syn00860,Porphyrin metabolism
slr1887,syn00860,Porphyrin metabolism
slr1890,syn00860,Porphyrin metabolism
slr1923,syn00860,Porphyrin metabolism
slr1925,syn00860,Porphyrin metabolism
sll0019,syn00900,Terpenoid backbone biosynthesis
sll0506,syn00900,Terpenoid backbone biosynthesis
sll0711,syn00900,Terpenoid backbone biosynthesis
sll1091,syn00900,Terpenoid backbone biosynthesis
sll1556,syn00900,Terpenoid backbone biosynthesis
sll1945,syn00900,Terpenoid backbone biosynthesis
slr0348,syn00900,Terpenoid backbone biosynthesis
slr0611,syn00900,Terpenoid backbone biosynthesis
slr0739,syn00900,Terpenoid backbone biosynthesis
slr0951,syn00900,Terpenoid backbone biosynthesis
slr1099,syn00900,Terpenoid backbone biosynthesis
slr1542,syn00900,Terpenoid backbone biosynthesis
slr1993,syn00900,Terpenoid backbone biosynthesis
slr2136,syn00900,Terpenoid backbone biosynthesis
sll0033,syn00906,Carotenoid biosynthesis
sll0147,syn00906,Carotenoid biosynthesis
sll0254,syn00906,Carotenoid biosynthesis
sll0659,syn00906,Carotenoid biosynthesis
sll1468,syn00906,Carotenoid biosynthesis
slr0088,syn00906,Carotenoid biosynthesis
slr0940,syn00906,Carotenoid biosynthesis
slr1254,syn00906,Carotenoid biosynthesis
slr1255,syn00906,Carotenoid biosynthesis
slr1599,syn00906,Carotenoid biosynthesis
slr1192,syn00907,"Pinene, camphor and geraniol degradation"
sll0513,syn00909,Sesquiterpenoid and triterpenoid biosynthesis
slr2089,syn00909,Sesquiterpenoid and triterpenoid biosynthesis
sll0450,syn00910,Nitrogen metabolism
sll0573,syn00910,Nitrogen metabolism
sll0784,syn00910,Nitrogen metabolism
sll1027,syn00910,Nitrogen metabolism
sll1450,syn00910,Nitrogen metabolism
sll1451,syn00910,Nitrogen metabolism
sll1452,syn00910,Nitrogen metabolism
sll1453,syn00910,Nitrogen metabolism
sll1454,syn00910,Nitrogen metabolism
sll1499,syn00910,Nitrogen metabolism
sll1502,syn00910,Nitrogen metabolism
slr0051,syn00910,Nitrogen metabolism
slr0288,syn00910,Nitrogen metabolism
slr0710,syn00910,Nitrogen metabolism
slr0898,syn00910,Nitrogen metabolism
slr0899,syn00910,Nitrogen metabolism
slr1347,syn00910,Nitrogen metabolism
slr1756,syn00910,Nitrogen metabolism
sll0509,syn00920,Sulfur metabolism
sll0712,syn00920,Sulfur metabolism
sll0895,syn00920,Sulfur metabolism
sll5036,syn00920,Sulfur metabolism
slr0676,syn00920,Sulfur metabolism
slr0876,syn00920,Sulfur metabolism
slr0963,syn00920,Sulfur metabolism
slr1165,syn00920,Sulfur metabolism
slr1348,syn00920,Sulfur metabolism
slr1452,syn00920,Sulfur metabolism
slr1453,syn00920,Sulfur metabolism
slr1454,syn00920,Sulfur metabolism
slr1455,syn00920,Sulfur metabolism
slr1791,syn00920,Sulfur metabolism
slr1842,syn00920,Sulfur metabolism
sll1538,syn00946,Degradation of flavonoids
sll0078,syn00970,Aminoacyl-tRNA biosynthesis
sll0179,syn00970,Aminoacyl-tRNA biosynthesis
sll0362,syn00970,Aminoacyl-tRNA biosynthesis
sll0454,syn00970,Aminoacyl-tRNA biosynthesis
sll0495,syn00970,Aminoacyl-tRNA biosynthesis
sll0502,syn00970,Aminoacyl-tRNA biosynthesis
sll1074,syn00970,Aminoacyl-tRNA biosynthesis
sll1362,syn00970,Aminoacyl-tRNA biosynthesis
sll1425,syn00970,Aminoacyl-tRNA biosynthesis
sll1435,syn00970,Aminoacyl-tRNA biosynthesis
sll1553,syn00970,Aminoacyl-tRNA biosynthesis
slr0033,syn00970,Aminoacyl-tRNA biosynthesis
slr0070,syn00970,Aminoacyl-tRNA biosynthesis
slr0220,syn00970,Aminoacyl-tRNA biosynthesis
slr0357,syn00970,Aminoacyl-tRNA biosynthesis
slr0557,syn00970,Aminoacyl-tRNA biosynthesis
slr0638,syn00970,Aminoacyl-tRNA biosynthesis
slr0649,syn00970,Aminoacyl-tRNA biosynthesis
slr0877,syn00970,Aminoacyl-tRNA biosynthesis
slr0958,syn00970,Aminoacyl-tRNA biosynthesis
slr1031,syn00970,Aminoacyl-tRNA biosynthesis
slr1550,syn00970,Aminoacyl-tRNA biosynthesis
slr1703,syn00970,Aminoacyl-tRNA biosynthesis
slr1720,syn00970,Aminoacyl-tRNA biosynthesis
slr1884,syn00970,Aminoacyl-tRNA biosynthesis
ssr1720,syn00970,Aminoacyl-tRNA biosynthesis
trnA-CGC,syn00970,Aminoacyl-tRNA biosynthesis
trnA-GGC,syn00970,Aminoacyl-tRNA biosynthesis
trnA-UGC,syn00970,Aminoacyl-tRNA biosynthesis
trnC-GCA,syn00970,Aminoacyl-tRNA biosynthesis
trnD-GUC,syn00970,Aminoacyl-tRNA biosynthesis
trnE-UUC,syn00970,Aminoacyl-tRNA biosynthesis
trnF-GAA,syn00970,Aminoacyl-tRNA biosynthesis
trnG-CCC,syn00970,Aminoacyl-tRNA biosynthesis
trnG-GCC,syn00970,Aminoacyl-tRNA biosynthesis
trnG-UCC,syn00970,Aminoacyl-tRNA biosynthesis
trnH-GUG,syn00970,Aminoacyl-tRNA biosynthesis
trnI-CAU,syn00970,Aminoacyl-tRNA biosynthesis
trnI-GAU-1,syn00970,Aminoacyl-tRNA biosynthesis
trnI-GAU-2,syn00970,Aminoacyl-tRNA biosynthesis
trnK-UUU,syn00970,Aminoacyl-tRNA biosynthesis
trnL-CAA,syn00970,Aminoacyl-tRNA biosynthesis
trnL-CAG,syn00970,Aminoacyl-tRNA biosynthesis
trnL-GAG,syn00970,Aminoacyl-tRNA biosynthesis
trnL-UAA,syn00970,Aminoacyl-tRNA biosynthesis
trnL-UAG,syn00970,Aminoacyl-tRNA biosynthesis
trnN-GUU,syn00970,Aminoacyl-tRNA biosynthesis
trnP-CGG,syn00970,Aminoacyl-tRNA biosynthesis
trnP-GGG,syn00970,Aminoacyl-tRNA biosynthesis
trnP-UGG,syn00970,Aminoacyl-tRNA biosynthesis
trnQ-UUG,syn00970,Aminoacyl-tRNA biosynthesis
trnR-ACG,syn00970,Aminoacyl-tRNA biosynthesis
trnR-CCG,syn00970,Aminoacyl-tRNA biosynthesis
trnR-CCU,syn00970,Aminoacyl-tRNA biosynthesis
trnR-UCU,syn00970,Aminoacyl-tRNA biosynthesis
trnS-CGA,syn00970,Aminoacyl-tRNA biosynthesis
trnS-GCU,syn00970,Aminoacyl-tRNA biosynthesis
trnS-GGA,syn00970,Aminoacyl-tRNA biosynthesis
trnS-UGA,syn00970,Aminoacyl-tRNA biosynthesis
trnT-CGU,syn00970,Aminoacyl-tRNA biosynthesis
trnT-GGU,syn00970,Aminoacyl-tRNA biosynthesis
trnT-UGU,syn00970,Aminoacyl-tRNA biosynthesis
trnV-GAC,syn00970,Aminoacyl-tRNA biosynthesis
trnV-UAC,syn00970,Aminoacyl-tRNA biosynthesis
trnW-CCA,syn00970,Aminoacyl-tRNA biosynthesis
trnY-GUA,syn00970,Aminoacyl-tRNA biosynthesis
sll0927,syn00999,Biosynthesis of various plant secondary metabolites
sll1538,syn00999,Biosynthesis of various plant secondary metabolites
sll0002,syn01100,Metabolic pathways
sll0006,syn01100,Metabolic pathways
sll0017,syn01100,Metabolic pathways
sll0018,syn01100,Metabolic pathways
sll0019,syn01100,Metabolic pathways
sll0026,syn01100,Metabolic pathways
sll0027,syn01100,Metabolic pathways
sll0033,syn01100,Metabolic pathways
sll0034,syn01100,Metabolic pathways
sll0037,syn01100,Metabolic pathways
sll0045,syn01100,Metabolic pathways
sll0053,syn01100,Metabolic pathways
sll0065,syn01100,Metabolic pathways
sll0067,syn01100,Metabolic pathways
sll0070,syn01100,Metabolic pathways
sll0080,syn01100,Metabolic pathways
sll0083,syn01100,Metabolic pathways
sll0084,syn01100,Metabolic pathways
sll0099,syn01100,Metabolic pathways
